,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),labelnormal,labelturnright,labelbrake,labelaccelerate,labelstop,labelturnleft
474.5,1.2820146,0.2149951999999999,9.142616199999999,0.21449920000000003,-0.0050700000000000025,0.041171,0.9746341999999999,-2.2433822,0.4855927999999995,,,,,,,,1,0,0,0,0,0
475.0,0.5233104,0.029969999999999962,8.7373322,-0.049020600000000004,-0.13896779999999997,0.039094399999999994,0.26730880000000007,-0.8875728000000003,0.26846800000000004,52.349093,4.919054,9.823831,2.88,137.800003,4.203862,4.222278,1,0,0,0,0,0
475.5,-0.6622136,-2.513361,10.969536800000002,0.3454646,0.032558199999999995,-0.02980919999999999,-1.5868824,-0.3714111999999997,-0.9812891999999996,,,,,,,,1,0,0,0,0,0
476.0,1.9121043999999998,-0.4014556000000001,9.6744214,0.37588499999999997,-0.0649332,0.11593880000000001,1.248342,0.03688440000000006,-2.7609052000000003,52.349071,4.919085,10.266933,3.46,137.199997,3.856307,3.963241,1,0,0,0,0,0
476.5,-0.5815756,-0.1658824,10.104531,-0.1543304,0.02889300000000002,-0.0762338,-0.24766680000000002,-2.4483352,2.8483192,,,,,,,,1,0,0,0,0,0
477.0,-1.3603198,-0.32506500000000005,7.6144406,-0.4916708000000001,-0.2789738,0.0701252,-0.5225826,-0.7797911999999997,-3.2772718,52.349049,4.919117,10.57759,3.04,135.0,3.857986,4.091991,1,0,0,0,0,0
477.5,1.623171,0.7278368000000001,8.9700342,0.12140599999999997,-0.15704880000000002,0.04813459999999999,0.9456118,-0.7355927999999999,-0.08736879999999989,,,,,,,,1,0,0,0,0,0
478.0,-0.41970080000000004,0.9880561999999999,8.8357368,0.10381359999999999,0.059801799999999995,-0.0746454,-0.163892,-0.48122659999999995,-1.6677316000000002,52.34903,4.919149,10.506231,3.03,132.100006,3.790092,3.940466,1,0,0,0,0,0
478.5,-0.37417780000000006,0.8341379999999999,7.070491799999999,-0.30130019999999996,0.13237079999999998,0.02565560000000001,0.2849098,-2.2152386,0.9254996000000002,,,,,,,,1,0,0,0,0,0
479.0,-0.9451648,-1.9504496,11.685588599999999,0.1283694,-0.1728088,-0.1651732,0.013847399999999866,0.01782400000000005,-0.14353080000000001,52.34901,4.919184,10.072751,3.62,133.399994,3.790092,3.762189,1,0,0,0,0,0
479.5,0.7847259999999999,-0.8790034,10.657093399999999,-0.060748800000000006,-0.04001059999999999,0.0847854,0.4975874,-1.0730928,-0.7716860000000001,,,,,,,,1,0,0,0,0,0
480.0,0.42711879999999997,-0.030388799999999883,10.4976716,-0.29766560000000003,0.07030859999999998,0.12265820000000001,-0.12586660000000002,-3.7436160000000003,6.382755,52.348987,4.91922,9.370957,3.53,134.5,3.790092,3.375674,1,0,0,0,0,0
480.5,1.5169298,-0.8989837999999999,9.2991668,0.4555391999999999,-0.004581400000000013,-0.04031559999999999,1.2053622000000002,-0.58999,-2.3332568,,,,,,,,1,0,0,0,0,0
481.0,0.12083759999999992,0.7613361999999999,6.0295544,-0.528688,0.23548160000000004,-0.16468460000000001,-1.3001226,-2.3890876000000003,2.3670028000000003,52.348961,4.919254,8.114469,3.62,139.5,3.790092,3.132668,1,0,0,0,0,0
481.5,1.65362,-3.5135605999999995,12.0983506,-0.039491399999999996,0.0847246,0.031153400000000032,0.8745429999999998,0.08672259999999996,0.5309526,,,,,,,,1,0,0,0,0,0
482.0,-0.37088760000000004,-0.6617948,8.4604824,-0.2447358,-0.18563659999999998,0.08331959999999998,-1.6533837999999998,-0.5146292,-2.1797155999999998,52.348934,4.919288,7.387705,3.52,138.300003,3.790092,2.881475,1,0,0,0,0,0
482.5,1.2920644000000001,0.48843479999999995,10.147482,-0.347114,0.12455179999999999,-0.022357,-0.6308546000000002,-0.7275076,-2.0624764,,,,,,,,1,0,0,0,0,0
483.0,0.47216379999999997,0.07016960000000001,8.3946796,0.05418219999999998,0.005680800000000008,-0.057297799999999996,-0.31390799999999996,-2.9062539999999997,3.6968148,52.348908,4.919322,6.81231,3.48,138.800003,3.790092,2.657373,1,0,0,0,0,0
483.5,0.407019,-1.5101103999999999,11.9353394,0.10796700000000001,-0.10280559999999998,0.017348000000000006,-0.19442860000000006,-0.4645,-0.7121846000000001,,,,,,,,1,0,0,0,0,0
484.0,1.0297512,-2.0831314,11.937493,0.02403700000000002,0.08350279999999999,0.0360402,0.663889,-1.1803668000000003,0.7214766,52.348884,4.919358,6.065348,3.57,135.199997,3.790092,2.5,1,0,0,0,0,0
484.5,1.2588042,0.5195415999999999,7.6081592,-0.1551856,0.042209800000000006,0.0108732,0.449965,-2.2346144,-0.1049432000000003,,,,,,,,1,0,0,0,0,0
485.0,0.47467620000000005,0.7038488,7.506523799999999,0.11786280000000002,-0.057114200000000004,-0.06242880000000002,0.9648067999999999,-0.42501560000000005,-2.4720543999999998,52.348861,4.919395,5.616423,3.39,136.0,3.790092,2.5,1,0,0,0,0,0
485.5,0.10091719999999996,0.2942570000000001,7.4987471999999995,-0.20002180000000003,-0.0364676,0.017103800000000002,1.2043725999999997,-1.1595532000000002,1.1517156,,,,,,,,1,0,0,0,0,0
486.0,-1.0452447999999999,-2.2382464,11.1306932,0.26947540000000003,0.25270760000000003,-0.09700260000000001,-1.4130546,-1.0362512000000001,0.8766554,52.348837,4.919431,5.802384,3.54,137.699997,3.790092,2.5,1,0,0,0,0,0
486.5,-0.45673000000000014,-0.7852644,9.490951599999999,0.14434339999999998,0.0361012,-0.04251520000000001,0.701717,-0.9882848,0.45819059999999984,,,,,,,,1,0,0,0,0,0
487.0,-0.25788639999999996,-0.09098699999999997,8.0590864,-0.2437888,-0.14018940000000002,0.15857580000000002,-0.5152018,-0.7990546000000001,0.486239,52.348812,4.919468,5.621035,3.58,139.199997,3.790092,2.5,1,0,0,0,0,0
487.5,-0.2923430000000001,-2.0371894,10.9341224,0.025258399999999993,-0.06175660000000001,-0.031031000000000003,0.19002400000000003,-1.4019059999999999,0.7639416000000003,,,,,,,,1,0,0,0,0,0
488.0,-0.38566320000000004,-3.118805,13.595838600000002,0.3647674000000001,-0.13114900000000002,0.0536322,-0.12715380000000004,-1.1044315999999998,0.08715419999999989,52.348788,4.919505,5.567189,3.57,139.300003,3.790092,2.5,1,0,0,0,0,0
488.5,-0.27487560000000005,2.217369,8.903334000000001,-0.3783894,0.059190999999999994,-0.018081000000000007,-0.9504538,-2.0101842,0.07063280000000001,,,,,,,,1,0,0,0,0,0
489.0,-1.1451452,-1.6656436,9.8160764,0.0689954,-0.2183778,0.0524108,-0.73125,-0.6304605999999998,1.0375304,52.348764,4.919544,5.469704,3.56,137.0,3.790092,2.5,1,0,0,0,0,0
489.5,-0.759422,-1.163809,9.7487784,-0.046699199999999996,-0.1878354,0.0740348,0.397677,-1.4017568,-0.5627224,,,,,,,,1,0,0,0,0,0
490.0,-0.8333604000000001,-2.1108882,11.9760174,0.4810728,-0.0205856,-0.131088,-0.28948619999999997,-1.0263739999999995,1.9161362,52.348742,4.919585,5.448029,3.54,135.399994,3.790092,2.5,1,0,0,0,0,0
490.5,-1.703929,-0.23120659999999998,11.8076828,-0.00384859999999998,-0.5163494,0.11202920000000001,-0.10988700000000003,-2.7890834,2.6255706,,,,,,,,1,0,0,0,0,0
491.0,-0.9818352000000001,0.4826322000000002,8.3060856,-0.03655919999999999,0.03475740000000001,-0.017348000000000006,0.1278452,-3.128591,1.2938782000000002,52.34872,4.919626,5.253136,3.58,134.899994,3.790092,2.5,1,0,0,0,0,0
491.5,1.0833506,-3.8947376000000005,15.4932276,0.4408788,-0.10292799999999999,0.153567,0.2929844000000002,1.9265630000000002,-1.7138948000000003,,,,,,,,1,0,0,0,0,0
492.0,0.6973882,0.16372879999999998,9.886485,0.17320580000000002,0.006780600000000003,0.030542400000000004,0.02218819999999999,-4.046049,2.4297828000000004,52.348698,4.919669,5.177934,3.7,134.600006,3.790092,2.5,1,0,0,0,0,0
492.5,-0.7969892000000001,-1.8369697999999999,13.170514800000001,0.006536000000000009,-0.076539,-0.019913400000000005,-0.8998294000000001,-1.3567381999999995,2.2034181999999993,,,,,,,,1,0,0,0,0,1
493.0,1.3509280000000001,-1.6797613999999998,9.726345,0.04257579999999996,-0.043919799999999995,-0.05179980000000001,0.18779719999999994,-3.1863702,3.3430162,52.348675,4.919713,4.651804,3.87,133.600006,3.790092,2.5,0,0,0,0,0,1
493.5,-1.0452448,2.8724044,3.0653853999999994,-0.29922380000000004,-0.519892,0.6900132,-3.5236642000000002,0.5262792000000001,-6.344879199999999,,,,,,,,0,0,0,0,0,1
494.0,0.022073600000000138,0.4920239999999998,9.5270834,0.04477500000000001,-0.122597,0.4093897999999999,-2.2280066,-4.0777662,4.9541032000000005,52.348653,4.919759,4.629461,3.81,130.399994,3.790092,2.5,0,0,0,0,0,1
494.5,1.630649,-1.3859229999999998,11.5453692,-0.011514599999999976,-0.0530826,0.2497144,-1.7630927999999997,-0.5984963999999998,-3.3056157999999995,,,,,,,,0,0,0,0,0,1
495.0,2.5468006,-1.6724635999999997,11.936057,0.12784999999999996,0.2986434,0.4936868,-2.0443532,-0.4686359999999999,2.1232157999999997,52.348636,4.919805,3.998542,3.55,125.599999,3.790092,2.5,0,0,0,0,0,1
495.5,1.1336596,1.8499512000000002,8.8435732,0.09828539999999997,0.22986180000000003,0.3845894,-2.6123402000000002,-1.5894043999999998,0.8528283999999999,,,,,,,,0,0,0,0,0,1
496.0,2.0065014000000003,-0.47353959999999995,7.9299936,0.33480540000000003,0.21300240000000006,0.1584538,-3.1000868,-0.6371192000000003,-0.7081358000000003,52.348631,4.919859,3.290803,4.28,102.099999,3.790092,2.5,0,0,0,0,0,1
496.5,1.7247466,-2.1372692,8.5972322,0.11236520000000003,0.21251379999999997,0.45214920000000003,-1.9416308,0.6328068,-0.161779,,,,,,,,1,0,0,0,0,1
497.0,-0.5652446,-1.0927424,8.2076808,0.057022599999999944,0.210559,-0.012094799999999998,-3.5659246,0.3731855999999999,-0.21479639999999983,52.348636,4.91991,2.482368,3.06,85.199997,3.790092,2.5,1,0,0,0,0,0
497.5,0.9665808000000002,-0.7663611999999999,10.2774126,-0.3084168,0.129805,-0.15588819999999998,-0.3646758,-2.1893608,0.5998014000000002,,,,,,,,1,0,0,0,0,0
498.0,2.0532214000000004,0.9229716,7.973363600000001,-0.3352636,0.3482442,-0.04165980000000001,-1.8064806,-2.0092372000000003,2.3185154,52.348657,4.919954,2.366517,3.96,60.299999,3.790092,2.5,1,0,0,0,0,0
498.5,1.044527,-1.8358336000000002,10.193185000000001,0.653454,-0.030481399999999992,-0.0801432,-0.8550599999999999,3.0431998,-3.3573954,,,,,,,,1,0,0,0,0,0
499.0,0.9650852000000001,-2.8077979999999996,9.070772,0.22314260000000002,0.33614920000000004,-0.1407392,-1.6397351999999998,0.4958648,-2.6350388,52.348689,4.919999,2.790843,4.29,51.700001,3.790092,2.5,1,0,0,0,0,0
499.5,0.9256038,1.2068802,8.099525199999999,0.09779659999999998,0.0638334,0.08625160000000001,-0.6149508,-2.797399999999999,2.3328374000000003,,,,,,,,1,0,0,0,0,0
500.0,1.1445469999999998,-3.0859634,14.052449000000001,0.21791999999999997,-0.0638336,-0.0376282,-0.31786420000000004,-0.6590945999999999,1.449322,52.348721,4.920038,2.508075,3.91,46.5,3.790092,2.5,1,0,0,0,0,0
500.5,0.8192425999999999,-0.2874975999999999,11.050473800000002,-0.28007360000000003,0.07079720000000002,0.017226200000000004,-1.5216048,-0.3407274,-1.7874778000000002,,,,,,,,1,0,0,0,0,0
501.0,0.1682754000000001,0.8611766,6.987939200000001,-0.2109256,-0.007513400000000003,-0.14464860000000002,-0.21135320000000002,-0.8569254,0.7433882,52.348752,4.920076,2.962302,3.85,50.200001,3.790092,2.5,1,0,0,0,0,0
501.5,1.525245,-0.19435699999999995,10.177811199999999,0.1966622,0.1140454,0.10176719999999999,-1.5708905999999998,-1.5272707999999997,1.0571106000000001,,,,,,,,1,0,0,0,0,0
502.0,-1.07348,0.14787640000000002,5.995097599999999,-0.40844319999999995,-0.1557048,0.0827084,-0.09169180000000002,-0.4554636,-1.7169644000000006,52.34878,4.920118,2.726831,3.97,52.900002,3.790092,2.5,1,0,0,0,0,0
502.5,1.0823934,-4.8226744,9.578828,0.6717791999999999,0.1574152,-0.05961879999999999,-0.04457280000000004,1.8630385999999999,-2.9671596,,,,,,,,1,0,0,0,0,0
503.0,0.9616753999999998,-1.4230714,10.7301344,0.1547582,-0.058335999999999985,0.1257122,1.3614254,0.044511600000000096,1.2414722,52.348807,4.920166,2.757538,4.34,53.599998,3.790092,2.5,1,0,0,0,0,0
503.5,-1.6795221999999999,-4.3318464,12.040923,0.8457486000000001,-0.0804486,-0.0852744,0.5768077999999999,2.0198717999999998,-4.587407799999999,,,,,,,,1,0,0,0,0,0
504.0,0.3301498000000001,0.4635498000000002,10.995917200000001,-0.1220168,0.15204,0.023334399999999998,-0.2331921999999999,-0.8286618000000001,1.0868222000000003,52.348836,4.920213,2.255896,4.09,50.099998,3.790092,2.5,1,0,0,0,0,0
504.5,-0.006700000000000017,0.10145539999999986,8.8366342,-0.013469200000000004,0.03952199999999999,-0.1952268,2.3625382,-0.24435259999999995,-3.5408538,,,,,,,,1,0,0,0,0,0
505.0,-0.6899704,-0.8065008000000002,9.086384800000001,-0.021899000000000068,-0.4905714,0.160164,0.5966069999999999,-0.2123162,-1.2480870000000004,52.348866,4.920255,2.544904,4.0,46.799999,3.790092,2.5,1,0,0,0,0,0
505.5,1.4807984,-3.3370904,12.810394800000001,0.17345,-0.008735199999999995,0.26498560000000004,-0.8818431999999999,-1.6400006,-1.168701,,,,,,,,1,0,0,0,0,0
506.0,0.960778,2.3337798000000003,4.634538600000001,-0.31131839999999994,0.02363980000000001,0.023823000000000004,2.436177,-1.2100214,-1.6687342,52.348898,4.920296,2.79131,4.12,42.400002,3.790092,2.5,1,0,0,0,0,0
506.5,-1.1106884,-0.7596613999999999,9.4990276,-0.09068020000000002,-0.049539999999999994,0.07562280000000002,0.20516380000000006,-3.480451,3.8467452,,,,,,,,1,0,0,0,0,0
507.0,0.5537587999999999,-1.892005,14.736676400000002,0.39870019999999995,0.20322900000000002,-0.04569159999999999,0.36786519999999995,-1.9463719999999998,-1.9805240000000002,52.348928,4.920334,3.139154,3.87,42.099998,3.790092,2.5,1,0,0,0,0,0
507.5,-0.014655799999999886,0.048873400000000046,10.668399399999998,0.1455958,-0.2387804,0.10494359999999998,0.28367640000000005,-0.3746291999999999,-0.8705069999999999,,,,,,,,1,0,0,0,0,0
508.0,-0.5939584000000001,1.4657234000000003,5.3330628,-0.403648,0.1086698,-0.026632999999999997,0.8530566,-2.0624473999999995,-2.191534,52.348958,4.920369,2.741206,3.72,40.900002,3.790092,2.5,1,0,0,0,0,0
508.5,-0.27146580000000003,-3.0979278,9.463194999999999,0.03854460000000004,-0.1944326,0.09309339999999999,0.5863921999999999,-0.028609999999999934,-3.3400598,,,,,,,,1,0,0,0,0,0
509.0,1.2980466,0.295454,8.465567,-0.1441906,0.11355660000000001,0.0927268,-0.24478800000000006,-0.5260386000000001,-4.2012241999999995,52.348986,4.920405,3.025202,3.77,41.099998,3.790092,2.5,1,0,0,0,0,0
509.5,-0.07567299999999974,-0.35664999999999997,11.0777524,-0.20787139999999998,-0.142022,0.0331078,1.7411792,-1.6429658,2.3981556,,,,,,,,1,0,0,0,0,0
510.0,0.8651850000000001,-3.9981075999999995,12.1887994,0.5681796,0.0565034,-0.031642200000000016,0.3817800000000001,0.37471659999999996,-2.7850976,52.349017,4.92044,3.008663,4.1,37.099998,3.790092,2.5,1,0,0,0,0,0
510.5,0.081655,-1.5901504000000002,9.969097399999999,0.31186800000000003,-0.07617239999999997,-0.015271000000000002,0.4150503999999999,2.0206416,-5.4340056,,,,,,,,1,0,0,0,0,0
511.0,1.3141382,-2.317269,11.9276828,0.14254099999999997,0.0931544,-0.1315766,1.0484446,-1.272984,-0.12137160000000016,52.349049,4.920473,3.436464,4.22,35.0,3.790092,2.5,1,0,0,0,0,0
511.5,-0.27529439999999994,-0.028474800000000043,8.205048399999999,-0.09397880000000003,-0.07959360000000001,-0.03384100000000002,1.0132454,-0.36504699999999984,-2.6685234,,,,,,,,1,0,0,0,0,0
512.0,-0.8871989999999998,1.6828124000000002,8.4262652,-0.0745844,-0.3146474,-0.0422706,0.4711122,-0.06780220000000012,-2.334601,52.349081,4.920505,2.616336,3.95,32.400002,3.790092,2.5,1,0,0,0,0,0
512.5,-2.9219953999999997,-0.17958099999999977,5.3230734,-0.17647380000000004,0.0670098,-0.0941926,-0.3427962,-1.9863612000000004,2.0559464000000003,,,,,,,,1,0,0,0,0,0
513.0,-2.5841886,-0.0031106000000001187,6.7109104,0.25579219999999997,0.0617568,-0.1539336,0.3274510000000001,1.7231269999999999,-1.9726422,52.349109,4.920541,2.729983,4.06,39.099998,3.790092,2.5,1,0,0,0,0,0
513.5,-1.9295720000000003,4.452145799999999,-8.590233399999999,-2.4335236,0.0874122,-0.0756232,-0.7423259999999999,-10.207767200000001,10.3988432,,,,,,,,1,0,0,1,0,0
514.0,2.8870601999999996,-8.726504799999999,22.077677400000002,0.8403424000000002,-0.013377800000000013,0.04740180000000001,0.9417745999999999,6.650749200000002,-6.8417294,52.349133,4.920597,2.93653,4.97,54.099998,3.790092,2.668689,0,0,0,1,0,0
514.5,0.07387840000000026,11.360045000000001,2.315294599999999,-1.1756366,-0.2943674,0.114717,2.13279,-8.0171784,7.1687788,,,,,,,,0,0,0,1,0,0
515.0,2.3132014,-6.492087000000001,17.414245200000003,1.1642136,-0.14666440000000003,-0.1165496,1.8276374,0.3496228,1.9526684000000003,52.349156,4.92066,2.555923,4.97,57.0,3.837394,2.759186,0,0,0,1,0,0
515.5,3.8834913999999996,2.9911477999999994,15.054683,0.29225980000000007,-0.18368199999999996,-0.100301,4.986462400000001,-2.2093599999999998,5.275493799999998,,,,,,,,0,0,0,1,0,0
516.0,0.5103891999999998,-0.8729615999999998,12.9995474,-1.0033471999999999,0.2338934,0.1769014,-1.1325282,-7.351266000000001,4.959162000000001,52.349174,4.920738,2.906152,5.24,51.200001,3.983506,2.923922,0,0,0,1,0,0
516.5,0.9440283999999999,-2.196611,10.8415204,0.3415248,-0.20139619999999997,-0.0955366,2.1054277999999997,-2.070156,1.9470597999999995,,,,,,,,0,0,0,1,0,0
517.0,0.6193821999999998,4.326880999999999,1.103509600000001,-0.8155726,0.45147719999999997,0.077089,-0.6006362000000001,-1.3780164,-8.7712178,52.349203,4.920796,2.75779,5.44,52.200001,4.183556,3.150223,0,0,0,1,0,0
517.5,0.7395018,-0.09122620000000019,13.087841999999998,-0.7836866,-0.29436740000000006,0.1242464,3.5384106,-3.2431082000000004,1.8574137999999993,,,,,,,,0,0,0,1,0,0
518.0,3.2806794000000004,2.2737198,14.667464600000002,-0.5976224,0.20872639999999992,-0.1414722,3.92438,-4.1841392,-3.9682392000000006,52.349239,4.920863,3.376532,5.86,49.799999,4.341581,3.288743,0,0,0,1,0,0
518.5,2.0924036,6.017530000000001,14.050714800000003,-1.0505044,-0.0969414,0.012217,1.0163992000000002,-3.7794719999999997,-0.7856658000000001,,,,,,,,1,0,0,1,0,0
519.0,-1.1266606,2.3924038000000003,17.660107599999996,-0.1651124,-0.3644926,0.1252236,-0.12865400000000005,0.6795275999999999,-0.9772662000000004,52.34927,4.92093,4.170438,5.86,52.599998,4.531445,3.26308,1,0,0,0,0,0
519.5,1.1226526,1.3679767999999999,2.1411574,-0.3324842,-0.40810700000000005,-0.10347760000000002,1.8417618,-1.4684165999999998,5.535284,,,,,,,,1,0,0,0,0,0
520.0,-0.9418748000000001,-4.352006,14.4132872,0.39760039999999996,0.6711684,-0.1948602,-2.6803456,-4.4541606,4.3160696000000005,52.349298,4.920994,2.970806,5.56,58.200001,4.463386,3.265244,1,0,0,0,0,0
520.5,0.38877380000000006,1.6637296000000006,5.4058648,-0.3215194,-0.6879972000000001,0.1616302,5.2268794,-0.2853313999999997,4.1724946,,,,,,,,1,0,0,0,0,0
521.0,-1.0079167999999998,5.6265432,13.176676000000004,0.13896780000000003,-0.6647852000000001,0.10640940000000002,-0.8663366,-3.029999599999999,-1.276416400000001,52.349333,4.921063,3.965404,5.85,48.900002,4.608725,3.335016,1,0,0,0,0,0
521.5,-2.3595626000000003,-0.7718049999999999,11.670573599999999,-0.5451812,0.192478,0.20170180000000001,-3.4912108,-3.2591583999999996,-12.0790136,,,,,,,,1,0,0,0,0,0
522.0,4.181278000000001,7.463572600000001,10.356794200000001,-1.1918848,0.9717969999999999,-0.1323096,4.298320800000001,-7.183884800000001,0.1588429999999999,52.349359,4.921126,3.527977,5.51,56.5,4.649284,3.353799,1,0,0,0,0,0
522.5,3.5016568,-6.3263836,11.9877424,-0.05445679999999999,0.6088316,-0.3024916,1.8788422,-4.543230400000001,2.2862048,,,,,,,,1,0,0,0,0,0
523.0,-1.606242,-1.8772292,6.8086573999999995,0.5548629999999999,0.27921840000000003,0.03347460000000001,-2.8390373999999996,-4.934716,8.9586972,52.349388,4.921197,3.27049,5.45,53.799999,4.566361,3.221673,1,0,0,0,0,0
523.5,1.3305888000000001,-2.2770099999999998,16.7301972,0.12455179999999996,0.3550854,-0.08026520000000001,0.9672240000000001,-3.9351002,4.1181638000000005,,,,,,,,1,0,0,0,0,0
524.0,-2.0993429999999997,-0.15924240000000012,9.3662262,0.4376722,-0.5022996,0.04789039999999999,0.01947080000000012,2.5370916000000006,-7.8781684,52.349414,4.921258,2.598076,5.44,54.400002,4.507331,3.180456,1,0,0,0,0,0
524.5,1.7383855999999998,0.27433720000000006,5.557151599999999,-0.29094660000000006,0.1353028,-0.21281920000000004,0.7905041999999999,-5.785841,1.9738066,,,,,,,,1,0,0,0,0,0
525.0,0.7689931999999999,-1.2923042,5.2965122,0.6525375999999999,-0.090222,0.09565880000000002,2.4042718,-0.8272964000000005,-2.6492069999999996,52.34944,4.921324,2.118109,5.54,57.099998,4.602548,3.313125,1,0,0,0,0,0
525.5,1.184148,3.969872,8.034918600000001,-0.8747028,-0.341769,0.1308436,0.8689326000000002,-7.1282538,-3.4069452000000027,,,,,,,,1,0,0,0,0,0
526.0,1.1395818,-2.7163319999999995,15.299767800000001,-0.1831932,0.3313846,0.0787992,1.6989068,-2.3699681999999997,-2.7482396000000002,52.349469,4.921388,2.188684,5.32,54.5,4.294918,3.038352,1,0,0,0,0,0
526.5,3.0038297999999997,-4.9734818,10.0963954,0.7807238,0.11331219999999997,-0.03726159999999999,2.3996380000000004,-1.6166914,-4.1438124,,,,,,,,1,0,0,0,0,0
527.0,-0.7526624,1.3777870000000003,11.2733054,-0.5296655999999998,-0.08509100000000001,0.14513740000000003,-0.19647540000000002,-5.2362340000000005,6.582691200000001,52.349502,4.921449,2.865889,5.14,50.200001,3.790092,2.619352,1,0,0,0,0,0
527.5,1.1228323999999998,-1.0976478,18.0979942,0.09055779999999994,0.11001380000000001,-0.09064979999999999,1.507308,-2.2106622000000007,-0.034670999999999806,,,,,,,,1,0,0,0,0,0
528.0,-0.49848480000000006,1.0479366000000003,3.8871404,-0.4197744,0.11612180000000001,0.027488199999999997,2.365614,-2.9700082,-4.66321,52.349533,4.921509,2.460205,5.38,47.299999,3.790092,2.5,1,0,0,0,0,0
