,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),labelnormal,labelturnright,labelbrake,labelaccelerate,labelstop,labelturnleft
411.0,-0.06568320000000002,0.7055836,5.9934224,0.191287,-0.16376819999999997,-0.064994,2.4582464,-1.0803436,-1.3871989999999996,52.349182,4.92021,4.622046,3.99,317.5,5.456059,5.480573,1,0,0,0,0,0
411.5,0.29473579999999994,0.4258626,9.9518094,-0.2236006,-0.0038483999999999992,-0.0258998,1.4624059999999999,-2.3374798,-0.7575688,,,,,,,,1,0,0,0,0,0
412.0,0.13429699999999997,-0.32273199999999996,8.0195452,-0.14150259999999998,-0.021807399999999998,0.0404382,2.2355242,-0.7153691999999999,-0.3326041999999999,52.349215,4.920158,4.001946,3.87,313.799988,5.139124,5.236252,1,0,0,0,0,0
412.5,-1.108176,-0.7639083999999998,10.6147406,0.1044244,-0.06994199999999999,-0.038239,-0.8955560000000002,-0.27976160000000017,1.0425845999999996,,,,,,,,1,0,0,0,0,0
413.0,-1.2954144,-1.2497114000000002,9.898628200000001,-0.04926500000000001,-0.14067780000000002,0.021257599999999998,0.9917282000000001,0.3090402,-1.4838019999999996,52.349247,4.920107,3.959787,4.0,316.100006,5.026878,5.142787,1,0,0,0,0,0
413.5,-0.4694718,-0.8264809999999999,12.1167756,-0.21993559999999998,-0.23254960000000002,0.0998124,0.13451520000000003,-1.04189,1.1991356,,,,,,,,1,0,0,0,0,0
414.0,-0.251366,-1.7871991999999999,11.787104,0.13310380000000002,0.03768919999999999,0.0798988,0.11091959999999998,0.7499986,-0.6138703999999998,52.349279,4.920058,3.312893,3.94,317.399994,4.940675,5.038207,1,0,0,0,0,0
414.5,0.42263219999999996,1.5701106,6.7336422,-0.3841923999999999,0.1943108,-0.021868199999999994,0.3813044,-2.8694036,1.1770268000000002,,,,,,,,1,0,0,0,0,0
415.0,1.6459032,-1.425883,9.6372128,0.06655180000000001,0.42032400000000003,-0.11838220000000002,0.11543919999999996,-2.2027106,1.3440370000000001,52.34931,4.920015,3.163986,3.53,320.5,5.638523,5.13881,1,0,0,0,0,0
415.5,1.1709878,-1.0780862,8.117710800000001,0.08399160000000001,-0.2966888,0.1330428,1.9892798000000003,0.7417446,-0.2193366000000001,,,,,,,,1,0,0,0,0,0
416.0,-0.231027,-0.5020738,10.8175326,0.0352764,-0.09034419999999999,0.0228456,1.7880353999999996,-1.5097532,1.1931012000000003,52.349341,4.919969,3.146731,4.27,318.5,5.045951,4.902522,1,0,0,0,0,0
416.5,-0.27314059999999996,1.3078570000000003,10.010433599999999,-0.30093380000000003,-0.11526699999999998,0.0795322,-0.10675760000000004,-0.6699348,-2.5849804,,,,,,,,1,0,0,0,0,0
417.0,2.2255642,0.9714860000000002,10.7949802,-0.14529,0.0351238,-0.07146879999999999,2.6712856,-1.3504022,1.2280192,52.349372,4.91992,3.32912,4.0,316.0,5.197684,5.01286,1,0,0,0,0,0
417.5,-0.790768,-1.4596818,5.4827344,0.4086264,0.0754398,-0.021990599999999996,-0.36799000000000004,-2.2473085999999993,3.4347139999999996,,,,,,,,1,0,0,0,0,0
418.0,1.2824932,-0.11605160000000012,9.7777314,0.015454599999999985,0.182582,-0.0906498,1.9050766000000003,-2.3461868,2.6806614,52.349399,4.919874,3.369659,3.66,312.799988,5.965642,5.313531,1,0,0,0,0,0
418.5,-0.700798,-1.681616,8.7097552,-0.03680319999999998,0.02596099999999999,0.05583119999999999,0.6335898,-2.2256258,5.218865200000001,,,,,,,,1,0,0,0,0,0
419.0,0.35533400000000004,-0.8079965999999998,7.4767932,0.322741,0.0066584000000000036,-0.09956820000000002,0.1570472,-0.7703722,-1.5559204000000004,52.349429,4.919826,3.055892,4.26,317.600006,5.620768,5.300103,1,0,0,0,0,0
419.5,1.4594424,2.1637694,9.3884792,-0.370479,0.038666599999999995,-0.1525896,2.1761752,-2.6011564,-0.4603745999999999,,,,,,,,1,0,0,0,0,0
420.0,0.16953140000000005,0.06699940000000008,10.535957,-0.4599068,0.06432220000000001,-0.020768600000000016,0.6583082000000001,-4.2973678,1.9954951999999988,52.349457,4.919786,3.054261,3.4,322.399994,6.221939,5.385395,1,0,0,0,0,0
420.5,0.8678768,0.9818947999999998,7.6234734,-0.2554868,0.006291599999999997,-0.02565559999999999,1.4096022,-1.4944928000000002,-3.228238,,,,,,,,1,0,0,0,0,0
421.0,0.634397,-2.3352156,11.642099,0.2576248,-0.3345608,0.06670480000000001,1.9902146000000003,0.2579584,-0.9116962000000001,52.349484,4.919753,2.553365,3.48,327.100006,7.234495,5.676078,1,0,0,0,0,0
421.5,0.13286159999999997,-0.8295917999999999,6.6436722,-0.02397559999999994,0.13799060000000002,-0.0819758,0.3997706,-1.5509165999999996,-1.1698602,,,,,,,,1,0,0,0,0,0
422.0,0.6409772,-2.2990242,11.575698200000001,0.001405200000000012,0.0204634,0.08356380000000004,2.3977214,-0.46083919999999995,-0.35857599999999995,52.349514,4.919711,2.176857,4.4,322.200012,6.273202,5.524683,1,0,0,0,0,0
422.5,0.4523034,-1.0184452,7.835118400000001,-0.06551339999999999,-0.039522000000000015,-0.01685939999999999,1.2228325999999998,-3.4233152000000002,2.3609552000000003,,,,,,,,1,0,0,0,0,0
423.0,1.3526626000000002,-0.009810599999999958,9.225707400000001,0.1791614,-0.2034732,0.0328636,1.0022942000000001,-0.7441338,1.1223497999999998,52.349544,4.919666,1.995478,4.04,321.700012,6.410202,5.547281,1,0,0,0,0,0
423.5,0.03726799999999999,0.6839884,11.447802,-0.5354076,-0.02962619999999999,0.002077000000000007,0.8020826000000001,-1.9246866,-0.9054170000000002,,,,,,,,1,0,0,0,0,0
424.0,0.23150559999999998,-3.7066018,14.366088600000001,0.33104859999999997,0.009956799999999998,0.026999199999999994,0.48951160000000005,-1.9540354,3.3075166000000005,52.349571,4.919624,1.512521,3.73,319.600006,7.334211,5.777833,1,0,0,0,0,0
424.5,-0.8192426000000002,-3.0187252,10.5601248,0.415315,0.0040926,-0.1486802,0.27318680000000006,-0.941216,0.6232670000000001,,,,,,,,1,0,0,0,0,0
425.0,1.1364709999999998,0.7447661999999998,7.8852476,-0.10760079999999998,-0.1263842,0.10017899999999999,1.9139404,-1.6837048,0.4594868000000002,52.349599,4.919581,1.085229,4.06,322.700012,8.498465,6.019114,1,0,0,0,0,0
425.5,1.1078172000000002,-1.1735598,10.0889782,0.20985660000000003,0.1373796,-0.172259,0.22715680000000008,-0.7768154,-0.44740339999999995,,,,,,,,1,0,0,0,0,0
426.0,0.444168,-0.647438,7.745686399999999,0.012675199999999998,0.0401328,0.10579880000000001,-0.7848212,-2.20707,-0.6021339999999998,52.349625,4.919539,0.487524,3.67,321.799988,7.830555,6.234694,1,0,0,0,0,0
426.5,-1.6107284,1.2310476000000001,7.9555967999999995,-0.3313846,-0.0831362,-0.003054399999999996,-0.7050666,-3.6877798,3.2414937999999998,,,,,,,,1,0,0,0,0,0
427.0,1.2820744000000002,-1.3249058,10.287223000000001,0.06310039999999997,0.045386,0.06462759999999998,-0.541394,-0.9065005999999999,-3.075996,52.349649,4.919493,0.126629,3.91,318.600006,7.119991,5.779374,1,0,0,0,0,0
427.5,-1.596611,-1.3741980000000003,10.896077,0.24452219999999997,-0.1394566,0.0982244,-1.8124776,-3.5905043999999995,-2.5117362,,,,,,,,1,0,0,0,0,0
428.0,1.3064212,2.1948764000000005,6.4247888,-0.16071400000000002,-0.022418199999999965,0.129744,0.2916134,-1.0750612,-1.4877188,52.34967,4.919444,-0.276994,3.63,316.399994,6.544146,5.417546,1,0,0,0,0,0
428.5,0.25788659999999997,1.0663612,8.353044800000001,-0.29033559999999997,0.0897336,-0.0354288,1.0804162,-2.0428121999999997,1.2334666,,,,,,,,1,0,0,0,0,0
429.0,-1.1637494,-1.0809576,10.191211,0.41180279999999997,-0.055525999999999985,0.09541419999999999,-1.1246610000000001,-1.1260214000000002,-0.6991226000000001,52.349689,4.919398,-0.210404,3.52,314.5,6.848656,5.429311,1,0,0,0,0,0
429.5,-0.9635898,1.4314463999999998,5.9632132,-0.47936239999999997,-0.095109,0.028221200000000002,-2.0087298000000002,-3.9645995999999997,1.0071392000000003,,,,,,,,1,0,0,0,0,0
430.0,0.6437890000000001,-4.7560344,14.3923498,0.2508749999999999,-0.026327199999999995,0.01734800000000001,-0.662449,-0.6532746000000001,-1.5582608,52.349707,4.919349,-0.414997,3.77,312.899994,6.131353,5.235407,1,0,0,0,0,0
430.5,1.2418748,-5.034498999999999,13.7014818,0.8651734000000001,-0.004825600000000008,0.0442254,-0.6786407999999999,-2.1064492,0.7946216000000002,,,,,,,,1,0,0,0,0,0
431.0,0.28037880000000004,0.1470392000000004,15.363476600000002,0.5982332,-0.45001119999999994,-0.06071839999999999,2.4338547999999998,-4.920617200000001,-3.0183328000000005,52.349726,4.9193,-0.084126,3.65,313.700012,6.034498,5.246747,1,0,0,0,0,0
431.5,1.279861,-0.5884550000000004,10.876635400000001,-0.3137924000000001,-0.33578260000000004,0.5976532,0.2652818,-1.6446596,-0.24145420000000023,,,,,,,,1,0,0,0,0,1
432.0,-0.0018544000000000338,3.8557346000000003,4.7092542,0.005345000000000011,-0.26797860000000007,0.588124,-0.895017,-2.3695133999999998,1.9080750000000002,52.349745,4.919254,0.487041,3.38,309.700012,5.769714,5.371179,0,0,0,0,0,1
432.5,1.1720646,-2.4494131999999995,9.958329599999999,-0.050242199999999994,0.035368,0.2643746,-1.921542,-1.7367215999999999,1.5270134,,,,,,,,0,0,0,0,0,1
433.0,3.012444,-0.8934797999999999,12.5901354,-0.0019851999999999925,0.132004,0.30664520000000006,0.029215199999999962,-2.0822222,2.4547506,52.349758,4.919204,0.267915,3.71,297.100006,5.915812,5.410893,0,0,0,0,0,1
433.5,0.2312663999999999,-1.0540980000000002,10.255817400000002,-0.1159692,-0.136891,0.1804442,-2.8510108,-1.1584885999999999,-1.1749983999999998,,,,,,,,0,0,0,0,0,1
434.0,1.844687,-1.1908480000000001,9.7340022,0.015118399999999999,0.0607792,0.07831039999999999,-2.0862872,1.4524988,-1.2700961999999998,52.349758,4.919146,0.130553,3.82,270.399994,6.236514,5.653563,0,0,0,0,0,1
434.5,-1.6566707999999999,-1.1132608000000002,6.873742,0.22586059999999994,-0.2293732,0.28929720000000003,-3.3799067999999997,-2.1073785999999997,1.2801310000000001,,,,,,,,0,0,0,0,0,1
435.0,-1.1289935999999998,0.4907678000000001,5.6381482,0.42230919999999994,0.238536,0.1413502,-5.0365434,-4.4392356,2.9850592000000002,52.349747,4.919089,0.211742,4.0,252.300003,5.887733,5.722601,0,0,0,0,0,1
435.5,-0.5919842,-2.9160731999999996,12.6728672,0.020615999999999968,-0.09034419999999999,0.2563116,-2.7749496000000002,-0.1374558000000002,3.3688018,,,,,,,,1,0,0,0,0,1
436.0,0.3324825999999999,1.4218152,6.3823758,-0.3852308,-0.1449542,0.031397600000000005,-0.8781084,-2.3022858,2.3390198,52.349727,4.91904,1.895584,3.9,236.899994,5.44227,5.336247,1,0,0,0,0,0
436.5,1.4702098,-1.0284352000000003,9.7210814,-0.048043000000000016,-0.1685326,0.14745840000000002,-0.5123329999999999,-0.8380829999999999,-0.5402846,,,,,,,,1,0,0,0,0,0
437.0,-0.5994024,-0.7051050000000001,8.8885586,0.04175140000000001,-0.052349599999999996,0.1474586,-1.5504086,-1.2899426,2.362698,52.349704,4.918996,2.387653,4.14,233.399994,5.219781,5.241008,1,0,0,0,0,0
437.5,0.6308676,-2.7161525999999996,12.9494776,0.40141799999999994,0.0009162000000000004,-0.1974258,-1.5896138,1.1388649999999998,-5.5001236,,,,,,,,1,0,0,0,0,0
438.0,1.2272187999999997,-0.9794421999999999,11.5161768,-0.2136134,0.013988200000000006,-0.051921800000000004,-2.168053,-2.5140882000000007,2.1409914,52.349681,4.918958,3.016077,3.58,224.600006,5.279854,5.323847,1,0,0,0,0,0
438.5,0.9622138,-2.6330021999999995,12.993326,0.22683800000000004,0.2505084,-0.0667048,-1.9922396,-0.644826,-2.4002598,,,,,,,,1,0,0,0,0,0
439.0,-0.7435698000000002,0.4153942,10.1392272,-0.35190920000000003,-0.0985298,0.073302,-1.7841259999999999,0.07182339999999998,-0.8769865999999997,52.349659,4.918926,3.427465,3.65,224.199997,5.096583,5.218134,1,0,0,0,0,0
439.5,0.2659024,-0.7765905999999999,8.472446799999998,0.12299419999999998,-0.06700980000000001,0.021868200000000004,-0.39336019999999994,-1.3159897999999999,2.4036769999999996,,,,,,,,1,0,0,0,0,0
440.0,-1.7012369999999997,-1.3634901999999998,11.0598056,-0.0871374,-0.05503719999999999,-0.052777200000000024,-2.0347353999999997,-0.7175170000000002,-1.1559793999999997,52.349636,4.918899,4.010731,3.56,217.399994,5.369703,5.282467,1,0,0,0,0,0
440.5,0.3660424,0.7347759999999999,10.0518892,0.04272859999999999,0.0679872,0.027366200000000007,-0.653296,-2.557934,2.6901264000000005,,,,,,,,1,0,0,0,0,0
441.0,0.8436496,-2.9660235999999998,12.807284199999998,0.335569,0.0587024,-0.172259,0.3066042000000001,2.1917473999999997,-2.7100548000000004,52.349616,4.918879,4.782235,3.03,213.600006,6.101367,5.767801,1,0,0,0,0,0
441.5,0.5836693999999999,-2.4316462000000003,11.5189882,0.13508879999999998,-0.140678,0.13072140000000002,-0.5800744,0.4059345999999996,-1.7788751999999999,,,,,,,,1,0,0,0,0,0
442.0,-0.4933404000000001,-1.2533606000000002,11.212468,-0.091444,-0.1315154,0.06426119999999999,-2.4995192,-0.4605691999999998,1.3606544,52.349593,4.918852,4.941367,4.21,216.100006,5.905684,5.797471,1,0,0,0,0,0
442.5,1.2935598000000001,-1.1772090000000002,7.8800434,0.060199000000000016,0.015943200000000008,0.173725,-0.26591519999999996,-0.2226137999999999,-2.9856342000000002,,,,,,,,1,0,0,0,0,0
443.0,-0.5838485999999999,0.42496539999999994,6.4205416,-0.12931619999999996,0.27616419999999997,-0.313609,-3.1507254000000002,-2.7679486,1.2546956,52.349568,4.918821,5.258026,3.91,218.0,6.152052,5.950289,1,0,0,0,0,0
443.5,0.07136599999999996,-1.0735398,8.2261654,-0.08921439999999999,0.03292459999999999,0.017348199999999987,-1.8767409999999998,-0.8199301999999999,0.8358634,,,,,,,,1,0,0,0,0,0
444.0,-0.8460422000000001,-0.5839086,10.0674426,-0.13979260000000002,0.1155112,0.251547,-2.9846796,-3.8557055999999994,3.9845771999999995,52.349548,4.918789,5.07652,3.59,221.5,6.373791,6.123781,1,0,0,0,0,0
444.5,0.6154938,0.14051860000000005,8.3707516,0.16001119999999996,0.17512980000000003,-0.196204,0.4258369999999999,-3.5257246,0.8264823999999997,,,,,,,,1,0,0,0,0,0
445.0,-0.3459422,-0.21140600000000004,9.781859,-0.2071382,-0.2594268,0.0748898,-1.8404528,0.18265019999999996,-1.5084377999999998,52.349527,4.91876,5.296568,3.44,215.399994,7.262865,6.370046,1,0,0,0,0,0
445.5,1.0543374,-3.9574295999999998,13.7680622,0.21117,0.1728088,0.034818,-1.129048,-1.5740282,1.2160269999999997,,,,,,,,1,0,0,0,0,0
446.0,0.7018746,3.4539798000000004,12.432029400000001,-0.4215457999999999,-0.0552816,0.13414199999999998,-0.6233918,-9.9000436,10.951707600000002,52.349508,4.918734,6.263506,3.12,216.600006,7.862094,6.926175,1,0,0,0,0,0
446.5,-1.5432507999999998,0.1804789999999999,7.4856468000000005,-0.22424199999999997,-0.24012420000000004,-0.1274228,-0.9367618,-2.661053,0.26470120000000036,,,,,,,,1,0,0,0,0,0
447.0,-1.6953150000000001,0.4296909999999997,6.2186468,-0.29232099999999994,-0.170121,0.290519,-2.5189847999999997,-0.5764471999999999,-2.6121054,52.349493,4.918706,6.94102,2.75,218.800003,7.626382,6.805406,1,0,0,0,0,0
447.5,-0.7666008,-3.213561,13.687783,0.8624858,0.020341200000000004,0.3241156,-4.161539,-1.4061820000000005,-5.099412200000001,,,,,,,,1,0,0,0,0,1
448.0,-0.3306279999999999,-0.7347760000000008,9.785986999999999,0.16434859999999998,-0.01459919999999999,0.5209306,-3.6570726000000002,-2.962437800000001,1.9116431999999999,52.349474,4.918673,8.429133,3.72,218.800003,6.473027,6.615906,0,0,0,0,0,1
448.5,-0.44626140000000003,-1.0667802000000002,7.406623599999999,0.015332000000000012,-0.1575376,0.222837,-2.859071,-1.5300581999999998,3.747992600000001,,,,,,,,0,0,0,0,0,1
449.0,0.7376472000000001,-3.2997618,11.3482604,0.11859600000000001,-0.2635806,0.5812822000000001,-2.6373691999999997,0.21680640000000012,0.24572719999999998,52.349456,4.918647,9.889786,2.34,215.699997,6.37784,6.380464,0,0,0,0,0,1
449.5,4.3122254,1.5410975999999998,6.345287000000001,-0.15921739999999998,0.0006718000000000002,0.3110434,1.057047,0.6328712,-0.3538111999999999,,,,,,,,0,0,0,0,0,1
450.0,3.2452060000000005,0.30047880000000016,13.9140842,-0.33691280000000007,0.05992419999999998,0.37066220000000005,-2.3340433999999997,-2.6119124000000005,1.3920638,52.349437,4.918633,9.94279,2.71,200.5,6.171037,6.006882,0,0,0,0,0,1
450.5,-1.1699704,0.5638685999999998,10.7684198,-0.17732900000000004,-0.03060359999999999,0.15943120000000002,-3.7498994000000003,-1.4914531999999998,1.2385096,,,,,,,,0,0,0,0,0,1
451.0,0.7450652,-3.3919458,15.177374799999999,0.20738260000000003,0.3219776,0.08515219999999998,-1.7655328000000001,-1.1738546,2.8012338000000003,52.349406,4.918638,9.87616,3.97,173.800003,5.67959,5.808137,0,0,0,0,0,1
451.5,-0.30065819999999993,0.015553400000000073,7.7854670000000015,-0.250478,-0.0820366,-0.024189600000000023,-3.7814534,0.38944539999999994,-1.5283759999999997,,,,,,,,1,0,0,0,0,1
452.0,1.1001002,-0.4213762000000002,12.748899399999999,-0.26037360000000004,0.2866706,0.019547199999999987,-0.5597856,-2.4708394000000005,3.7242356,52.349371,4.91866,10.503503,3.66,158.199997,5.822279,5.736733,1,0,0,0,0,0
452.5,1.3214962000000001,-1.6461421999999999,11.7177124,0.03698699999999999,0.16596720000000004,0.09382599999999999,-2.1393732,-1.311746,2.8408186,,,,,,,,1,0,0,0,0,0
453.0,1.0780862,-0.2760716,8.6425168,-0.030694999999999962,0.0047033999999999965,0.044836,0.14262939999999996,-1.1498234,0.887338,52.349343,4.91869,9.048097,3.19,147.699997,6.482211,5.876012,1,0,0,0,0,0
453.5,0.7162916000000001,3.2922249999999993,5.9982082,-0.4242331999999999,-0.07409579999999999,-0.010995200000000005,-1.0243068000000002,1.2822038,-3.7092096,,,,,,,,1,0,0,0,0,0
454.0,1.492882,0.15391839999999996,10.70166,-0.21614819999999996,0.14678660000000004,-0.01026220000000001,-1.873523,0.27199339999999983,-1.4906398000000003,52.349313,4.918729,7.780926,4.06,142.300003,5.734702,6.013037,1,0,0,0,0,0
454.5,1.2109476000000001,-3.2779876000000003,10.1634542,-0.2326412,0.17378600000000002,-0.1376852,-1.0014808,-3.1289000000000002,3.4117512000000003,,,,,,,,1,0,1,0,0,0
455.0,1.0534402,-3.3668807999999997,12.0497762,-0.018111599999999995,-0.019119600000000004,0.1453816,-0.48729760000000005,-2.280719,-2.1935092000000003,52.349283,4.918769,7.305687,3.46,139.800003,5.780937,5.701067,0,0,1,0,0,0
455.5,-0.185324,-2.5097119999999995,10.1306128,-0.2653828,0.022784799999999997,-0.09199339999999999,-0.48551220000000006,-2.6832941999999997,0.43155540000000003,,,,,,,,0,0,1,0,1,0
456.0,-1.3433305999999998,-3.3354154,9.8761962,0.10552399999999999,0.065666,-0.017348000000000002,-1.3555602,-1.4456272,-0.7354404,52.349261,4.918796,7.705086,2.15,143.100006,6.191631,5.645613,0,0,0,0,1,0
456.5,-1.208555,-1.2611968,10.622876199999999,0.06386420000000001,-0.06847600000000001,0.18850759999999997,-1.0745142,0.23600120000000002,0.36711360000000004,,,,,,,,0,0,0,0,1,0
457.0,-0.5915656,-0.5309676,8.858947400000002,-0.046699399999999995,-0.063467,-0.0172258,-1.0799169999999998,-0.2589842,-0.10531419999999998,52.34926,4.918807,8.656629,0.0,,4.903801,5.601629,0,0,0,0,1,0
457.5,-0.3701696,-0.8565706000000001,9.741360400000001,0.018661600000000004,-0.016065199999999998,0.0222348,-0.4642174,0.10293599999999999,-0.1221676,,,,,,,,0,0,0,0,1,0
458.0,-0.4362115999999999,-1.1178668,9.9750196,0.040652,-0.033291,-0.14208300000000001,-0.2669518,-0.00046199999999998467,0.05321100000000001,52.349262,4.918814,9.242512,0.0,,4.729209,5.535633,0,0,0,0,1,0
458.5,-0.333978,-0.7838290000000001,9.8970136,0.005222599999999999,-0.0356124,0.009651400000000004,-0.1541108,-0.044042399999999995,0.1330082,,,,,,,,0,0,0,0,1,0
459.0,-0.0006579999999999809,-0.7977072,9.846525,0.004245400000000001,0.0062917999999999984,-0.006108400000000001,-0.09043199999999998,-0.003199399999999998,0.0720356,52.349263,4.918823,9.977687,0.0,,4.571153,5.400095,0,0,0,0,1,0
459.5,-0.4055834,-0.9806386,9.7895158,0.10100340000000001,0.025961,0.0009773999999999976,-0.04704940000000002,-0.0839598,0.46588260000000004,,,,,,,,0,0,0,0,1,0
460.0,-0.09840479999999999,-0.6679565999999999,9.7600842,-0.0011299999999999997,0.014843599999999998,-0.0493562,-0.144132,0.08156959999999999,0.0651606,52.349263,4.918831,10.542328,0.0,,4.488982,5.347948,0,0,0,0,1,0
460.5,-0.2755336,-0.8769094000000001,9.917592,0.0063222,-0.0385444,0.0117284,0.10025119999999998,0.008386599999999998,0.077861,,,,,,,,0,0,0,0,1,0
461.0,-0.18867420000000001,-0.823789,9.8852884,0.0021684,-0.0233952,0.007207999999999999,-0.056729600000000005,0.0070462000000000025,0.1119246,52.34926,4.918838,11.059418,0.0,,4.536684,5.429447,0,0,0,0,1,0
461.5,0.0430708,-0.7895716,9.780902000000001,-0.0040622,-0.012888799999999997,0.0491124,-0.01699860000000001,-0.006733800000000012,0.0753784,,,,,,,,0,0,0,0,1,0
462.0,0.04241280000000001,-0.7644469999999999,9.841261,-0.0003969999999999999,0.0331688,-0.052654999999999993,0.027442600000000004,0.0378842,0.059321,52.349256,4.918841,11.592557,0.0,,4.479922,5.341643,0,0,0,0,1,0
462.5,-0.2997608,-0.8009974,9.746146,-0.004551,0.022662399999999996,-0.0862516,-0.1349462,-0.0520838,0.12188479999999999,,,,,,,,0,0,0,0,1,0
463.0,-0.05312079999999998,-0.8245066,9.85155,-0.0027181999999999996,-0.005680599999999999,0.005497600000000003,0.149435,-0.034810999999999995,0.118731,52.349253,4.918844,11.557274,0.0,,4.464053,5.340341,0,0,0,0,1,0
463.5,-0.4407578,-0.8233105999999999,9.898928,-0.0045508,0.024495,-0.0645054,-0.09790019999999998,-0.029049,0.11107340000000002,,,,,,,,0,0,0,0,1,0
464.0,-0.24687960000000003,-0.9072984,9.907541799999999,0.014751799999999999,-0.057114399999999996,0.119604,0.24195479999999997,-0.006663599999999992,0.1158082,52.349249,4.918843,11.049701,0.0,,4.466145,5.350177,0,0,0,0,1,0
464.5,0.3531208,-1.0823932,9.1912506,-0.0316724,0.1063488,-0.10983040000000002,-0.4637574,0.30076479999999994,-0.37267120000000004,,,,,,,,0,0,0,0,1,0
465.0,0.934816,0.4950748000000001,10.3661864,-0.043400600000000004,0.0781274,-0.19892259999999998,1.5567088,1.3975118,0.29829659999999997,52.349248,4.91884,10.845229,0.0,,4.454314,5.310916,0,0,0,0,1,0
465.5,-2.1614367999999997,-0.199023,9.113483800000001,-0.0671016,-0.10268340000000001,-0.041934599999999954,-1.3223254,0.05052500000000011,-0.08834260000000005,,,,,,,,1,0,0,0,1,0
466.0,0.7120439999999999,0.12352940000000001,10.218249799999999,0.1690522,-0.2817838,0.6167112,0.8550134,0.029646799999999907,1.2634690000000002,52.349246,4.918841,10.977673,0.35,138.600006,4.412793,5.155324,1,0,0,0,0,0
466.5,-0.05168500000000007,0.6425925999999998,8.699645,-0.03069500000000001,0.0622456,-0.3205726,-0.17034019999999997,-0.7451951999999998,-0.6878360000000001,,,,,,,,1,0,0,0,0,0
467.0,0.42113680000000003,0.09044860000000003,10.486006999999999,0.1666086,-0.2375582,0.2511804,0.46137940000000005,1.3331788,-0.5829686000000001,52.34924,4.918846,10.203621,0.87,148.5,4.403043,4.889576,1,0,0,0,0,0
467.5,1.2671792000000004,0.15631120000000004,12.0995472,-0.33346159999999997,0.22583000000000003,-0.257289,-0.5026822,-1.3050975999999999,2.6829310000000004,,,,,,,,1,0,0,0,0,0
468.0,0.9392427999999999,-0.09272199999999993,9.8505326,0.02880140000000001,-0.05124979999999999,0.171526,-0.1771694,0.08457479999999999,-2.5598903999999996,52.349232,4.918858,10.067446,1.33,134.100006,4.938773,4.928814,1,0,0,0,0,0
468.5,-0.7909475999999999,-1.7141584,9.411928800000002,0.18102479999999999,-0.183071,0.1213144,0.554096,1.0237702,0.23187060000000007,,,,,,,,1,0,0,0,0,0
469.0,1.2334402,0.5827120000000001,7.994599800000001,-0.18939319999999998,0.04233159999999998,-0.04801239999999999,-0.18066359999999992,1.173845,-0.7844244,52.349219,4.918878,10.395381,2.01,135.800003,5.056525,4.914312,1,0,0,0,0,0
469.5,1.07354,-2.6430521999999996,13.989936599999998,0.20338140000000005,0.030114799999999987,-0.08906140000000003,-0.40912899999999996,-0.7382309999999999,0.008577599999999963,,,,,,,,1,0,0,0,0,0
470.0,1.5255439999999998,1.0033703999999997,5.4565926000000005,-0.12329959999999998,0.2739648,0.05778620000000001,0.20806399999999997,0.8365306,-4.352908,52.349201,4.918901,9.765729,2.39,139.899994,4.716604,4.715965,1,0,0,0,0,0
470.5,-0.1940578,1.011506,7.9395652,-0.21593459999999992,0.1035384,-0.12387979999999998,-0.037162199999999965,1.2265318,-2.8186188000000003,,,,,,,,1,0,0,0,0,0
471.0,-0.26404780000000017,-0.5236094,8.6767338,-0.05561780000000001,-0.14312160000000002,0.13072120000000004,0.27943400000000007,-0.18653740000000002,-1.6888624,52.349178,4.918929,10.328213,3.08,140.100006,4.264024,4.289595,1,0,0,0,0,0
471.5,0.0771087999999999,0.17114659999999998,10.435159200000001,0.20790199999999998,-0.2483092,-0.03078659999999999,1.3174724,1.0576472,-0.7085604000000003,,,,,,,,1,0,0,0,0,0
472.0,0.6104687999999997,0.4014557999999999,7.7414992,0.009742800000000006,0.09633059999999999,-0.05900799999999999,0.5972975999999999,0.769027,-2.8303672,52.349158,4.918957,10.062088,2.48,137.699997,4.306814,4.113853,1,0,0,0,0,0
472.5,-1.5963716,-2.0701506000000003,9.3373324,0.5212666,0.0038483999999999992,0.03432979999999998,-1.1160771999999999,-0.8912023999999998,0.4297501999999998,,,,,,,,1,0,0,0,0,0
473.0,1.7656039999999997,-0.060119800000000015,11.515638200000001,0.14388499999999999,-0.015576600000000019,0.10054560000000001,-0.8194079999999999,-1.5578768,1.8522727999999997,52.349137,4.918988,9.297976,3.28,135.399994,3.987159,3.984383,1,0,0,0,0,0
473.5,-1.3808382,-1.2990035999999998,10.183553999999999,-0.0939788,-0.0838694,-0.1579652,-0.25513220000000003,-0.5143419999999999,0.20194079999999998,,,,,,,,1,0,0,0,0,0
474.0,-0.7402797999999999,-1.5063416,9.9820186,0.015118600000000006,-0.05320480000000001,0.08967259999999999,-1.538282,0.5621878,-1.7855109999999996,52.349114,4.919024,9.808402,3.25,135.800003,3.939521,4.063361,1,0,0,0,0,0
